Country,Year,Status,Continent,Life expectancy ,Adult Mortality,infant deaths,Alcohol,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Diphtheria , HIV/AIDS,GDP,Population
Mali,2006,Developing,Africa,54.3,288,57,0.53,9,128,18.5,98,79,78,1.8,521.6425796,1322764
Mali,2005,Developing,Africa,53.6,29,57,0.55,83,33,18,101,78,77,1.9,487.942556,12798763
Mali,2004,Developing,Africa,52.8,296,58,0.49,73,172,17.5,103,7,69,2,439.3572924,1239196
Mali,2003,Developing,Africa,52,299,59,0.54,79,232,17,106,67,63,2.2,391.791281,125128
Mali,2002,Developing,Africa,51.2,31,60,0.53,76,717,16.5,108,65,61,2.3,334.22416,11638929
Mali,2001,Developing,Africa,55,34,60,0.51,74,4464,16.1,110,56,49,2.4,36.8473237,11293258
Mali,2000,Developing,Africa,49.8,37,60,0.47,72,1578,15.6,111,53,43,2.5,269.3483829,196769
Malta,2015,Developed,Europe,81.7,54,0,8.32,95,2,69.6,0,97,97,0.1,23819.4636,431874
Malta,2014,Developed,Europe,81.4,55,0,8.49,9,0,69.2,0,99,99,0.1,2618.92599,427364
Malta,2013,Developed,Europe,81.1,57,0,8.58,94,0,68.8,0,99,99,0.1,2393.1888,423374
Malta,2012,Developed,Europe,81,58,0,7.67,93,0,68.4,0,99,99,0.1,2193.8836,419455
Malta,2011,Developed,Europe,87,59,0,6.91,82,3,68,0,96,96,0.1,22821.847,416268
Malta,2010,Developed,Europe,83,62,0,7.91,75,0,67.6,0,76,76,0.1,2187.79469,41458
Malta,2009,Developed,Europe,82,63,0,7.38,86,1,67.1,0,73,73,0.1,2675.58259,412477
Malta,2008,Developed,Europe,80,64,0,7.14,86,1,66.6,0,72,72,0.1,21928.767,49379
Malta,2007,Developed,Europe,79.6,65,0,7.45,82,2,66.1,0,76,74,0.1,19375.5696,46724
Malta,2006,Developed,Europe,79.3,66,0,8.84,86,1,65.6,0,83,85,0.1,16671.5672,4538
Malta,2005,Developed,Europe,79,67,0,6.41,85,6,65,0,94,92,0.1,15835.34667,43834
Malta,2004,Developed,Europe,78.7,69,0,6.53,85,4,64.5,0,89,89,0.1,1519.5497,41268
Malta,2003,Developed,Europe,78.5,71,0,6.7,89,4,63.9,0,94,94,0.1,13689.98999,398582
Malta,2002,Developed,Europe,78.2,75,0,5.73,87,7,63.4,0,95,95,0.1,11843.9392,395969
Malta,2001,Developed,Europe,77.8,79,0,5.62,88,2,62.8,0,95,95,0.1,1121.78636,39328
Malta,2000,Developed,Europe,77.5,8,0,5.59,88,2,62.3,0,94,94,0.1,1139.5651,3987
Mauritania,2015,Developing,Africa,63.1,25,8,0.01,73,1,3.8,12,67,73,0.9,1158.256469,4182341
Mauritania,2014,Developing,Africa,63,26,8,0.01,84,14,3.1,12,84,84,0.9,1326.66882,46392
Mauritania,2013,Developing,Africa,62.7,28,8,0.01,8,62,29.4,12,8,8,1.1,145.57838,394617
Mauritania,2012,Developing,Africa,62.5,29,8,0.01,8,35,28.8,12,8,8,1.2,1364.283745,383239
Mauritania,2011,Developing,Africa,62.2,212,8,0.01,75,234,28.1,12,73,75,1.2,1393.261593,3717672
Mauritania,2010,Developing,Africa,62,214,8,0.01,64,1292,27.4,12,52,64,1.2,123.383675,369543
Mauritania,2009,Developing,Africa,61.7,215,8,0.01,64,322,26.8,12,63,64,1.2,146.83851,356288
Mauritania,2008,Developing,Africa,61.4,217,8,0.02,74,4,26.1,12,73,74,1.3,1167.535689,347541
Mauritania,2007,Developing,Africa,61.2,219,8,0.02,74,11,25.5,12,75,75,1.3,113.3128,3312665
Mauritania,2006,Developing,Africa,69,221,8,0.01,68,22,24.8,12,68,68,1.3,944.134851,322653
Mauritania,2005,Developing,Africa,66,223,8,0.01,42,127,24.2,12,71,71,1.3,697.7451989,31372
Mauritania,2004,Developing,Africa,64,224,8,0.01,47,5039,23.6,12,68,7,1.3,62.547286,342823
Mauritania,2003,Developing,Africa,63,226,8,0.01,46,3611,22.9,12,75,76,1.3,528.586613,2957117
Mauritania,2002,Developing,Africa,62,228,7,0.02,45,883,22.3,12,91,89,1.2,46.9542322,2873228
Mauritania,2001,Developing,Africa,61,229,7,0.01,42,1398,21.7,12,75,75,1.2,464.229758,279729
Mauritania,2000,Developing,Africa,60,23,7,0.03,35,0,21.1,11,58,51,1.1,477.476124,279359
Mauritius,2015,Developing,Africa,74.6,146,0,0.01,97,0,33.3,0,98,97,0.1,9252.11724,126265
Mauritius,2014,Developing,Africa,74.2,148,0,0.01,97,0,32.8,0,98,97,0.1,1153.93822,126934
Mauritius,2013,Developing,Africa,74.1,147,0,0.01,98,0,32.3,0,98,98,0.1,9637.265,1258653
Mauritius,2012,Developing,Africa,73.9,154,0,0.01,98,0,31.8,0,98,98,0.1,9291.227619,1255882
Mauritius,2011,Developing,Africa,73.6,158,0,3.03,98,2,31.3,0,98,98,0.1,9197.26972,125244
Mauritius,2010,Developing,Africa,73.3,163,0,2.95,99,12,3.7,0,99,99,0.2,8.376432,1254
Mauritius,2009,Developing,Africa,72.8,166,0,2.83,99,15,3.2,0,99,99,0.1,7318.12641,1247429
Mauritius,2008,Developing,Africa,72.7,166,0,2.49,99,12,29.7,0,99,99,0.1,83.635,1244121
Mauritius,2007,Developing,Africa,72.9,161,0,3.24,97,13,29.1,0,96,97,0.1,6574.654338,123963
Mauritius,2006,Developing,Africa,71.8,165,0,3.73,97,3,28.6,0,98,97,0.1,5695.969327,1233996
Mauritius,2005,Developing,Africa,72.1,168,0,3.94,97,7,28,0,97,97,0.1,5116.45424,1228254
Mauritius,2004,Developing,Africa,71.9,168,0,4.16,98,28,27.5,0,98,98,0.1,5229.876738,12213
Mauritius,2003,Developing,Africa,71.5,174,0,4.08,97,777,26.9,0,99,99,0.1,4623.347642,121337
Mauritius,2002,Developing,Africa,71.5,179,0,4.14,88,0,26.4,0,88,88,0.1,3957.51296,124621
Mauritius,2001,Developing,Africa,71.5,177,0,4.38,92,0,25.8,0,93,92,0.1,3792.182152,1196287
Mauritius,2000,Developing,Africa,71,177,0,4.6,88,0,25.3,0,88,88,0.1,3861.32414,1186873
Mexico,2015,Developing,North America,76.7,122,30,5.28,82,0,63.5,35,87,87,0.1,9143.128494,12589949
Mexico,2014,Developing,North America,76.6,122,31,5.26,84,3,62.8,36,87,87,0.1,1452.27766,1242216
Mexico,2013,Developing,North America,76.6,12,32,5.23,82,0,62.1,37,83,83,0.1,1298.86766,122535969
Mexico,2012,Developing,North America,76.3,123,33,5.29,99,0,61.5,38,99,99,0.1,982.532572,1282837
Mexico,2011,Developing,North America,76.1,124,34,5.3,98,3,6.8,39,97,97,0.1,9834.472689,119917
Mexico,2010,Developing,North America,75.6,127,35,5.21,93,0,6.1,40,95,95,0.1,8959.581416,117318941
Mexico,2009,Developing,North America,75.7,13,36,5.27,95,0,59.4,42,95,95,0.1,7748.12331,11555228
Mexico,2008,Developing,North America,75.6,127,37,5.36,97,0,58.7,43,96,96,0.1,9689.52887,11366189
Mexico,2007,Developing,North America,76,123,38,5.35,98,0,57.9,45,98,98,0.1,933.341687,111836346
Mexico,2006,Developing,North America,75.8,125,40,5.11,98,23,57.2,47,98,98,0.1,8767.92258,1192378
Mexico,2005,Developing,North America,75.3,126,42,4.93,98,6,56.4,49,98,98,0.1,7986.798439,18472228
Mexico,2004,Developing,North America,75.4,124,44,4.9,98,64,55.7,52,98,98,0.1,7199.59665,16995583
Mexico,2003,Developing,North America,75,127,46,4.88,98,44,54.9,55,98,98,0.1,6751.998987,1564453
Mexico,2002,Developing,North America,75,127,49,4.77,97,0,54.1,58,98,97,0.1,716.8219,1435568
Mexico,2001,Developing,North America,75,126,52,4.86,97,3,53.2,62,97,97,0.1,731.378864,136768
Mexico,2000,Developing,North America,74.8,129,55,4.99,97,30,52.4,66,97,97,0.1,672.92113,11719673
Mongolia,2015,Developing,Asia,69.3,229,1,0.01,99,0,52.3,1,98,99,0.1,4251.564,3452364
Mongolia,2014,Developing,Asia,68.4,225,1,0.01,99,0,51.5,1,99,99,0.1,4181.583321,2923896
Mongolia,2013,Developing,Asia,68.1,227,1,0.01,98,0,5.4,1,98,98,0.1,4385.379355,2869127
Mongolia,2012,Developing,Asia,67.8,231,1,0.01,99,0,49.2,2,99,99,0.1,4368.82248,2814226
Mongolia,2011,Developing,Asia,67.3,235,1,0.01,99,0,48,2,99,99,0.1,3769.595255,2761516
Mongolia,2010,Developing,Asia,66.3,25,1,5.8,96,7,46.9,2,96,96,0.1,265.353659,2714265
Mongolia,2009,Developing,Asia,66.9,235,1,4.61,97,8,45.9,2,96,95,0.1,1717.898761,2668289
Mongolia,2008,Developing,Asia,67.4,225,2,4.26,96,31,44.9,2,95,96,0.1,2139.625631,2628131
Mongolia,2007,Developing,Asia,65.9,26,2,3.79,98,12,43.9,2,99,95,0.1,1634.81431,259167
Mongolia,2006,Developing,Asia,65,271,2,2.91,98,26,43,2,98,99,0.1,1334.651896,255812
Mongolia,2005,Developing,Asia,64.5,274,2,2.75,98,0,42.1,2,99,99,0.1,998.8226671,2526446
Mongolia,2004,Developing,Asia,64,284,2,1.75,98,0,41.3,2,99,99,0.1,797.8377432,2496832
Mongolia,2003,Developing,Asia,64,271,2,1.31,98,18,4.5,2,98,98,0.1,646.561295,2469286
Mongolia,2002,Developing,Asia,63.8,263,2,2.43,98,1205,39.8,2,98,98,0.1,571.51883,2443659
Mongolia,2001,Developing,Asia,63.2,266,2,2.87,95,10677,39.1,3,95,95,0.1,524.145924,2419776
Mongolia,2000,Developing,Asia,62.8,274,2,2.79,93,925,38.5,3,94,94,0.1,474.2133361,2397436
Morocco,2015,Developing,Africa,75.2,96,18,0.52,99,10,58.3,21,99,99,0.1,3256.456,35670829
Morocco,2014,Developing,Africa,74.1,96,18,0.43,99,10,57.5,21,99,99,0.1,3154.513484,34315882
Morocco,2013,Developing,Africa,73.9,97,18,0.45,99,92,56.5,21,99,99,0.1,3111.762887,33824769
Morocco,2012,Developing,Africa,73.6,99,19,0.55,99,668,55.5,22,99,99,0.1,294.746728,33333789
Morocco,2011,Developing,Africa,73.3,14,19,0.54,98,982,54.6,22,98,99,0.1,339.91616,32858823
Morocco,2010,Developing,Africa,72.8,11,20,0.56,98,633,53.6,23,99,99,0.1,2834.2472,3249639
Morocco,2009,Developing,Africa,72.3,116,20,0.62,98,834,52.7,23,99,99,0.1,2861.5545,31989897
Morocco,2008,Developing,Africa,71.8,123,21,0.51,97,1455,51.7,24,99,99,0.1,2884.94776,31596855
Morocco,2007,Developing,Africa,71.4,128,21,0.56,95,2248,5.8,25,95,95,0.1,2494.353552,31225881
Morocco,2006,Developing,Africa,71,133,22,0.58,95,1217,49.9,25,97,97,0.1,2191.478567,3869346
Morocco,2005,Developing,Africa,77,137,22,0.47,96,0,49.1,26,98,98,0.1,213.755559,35217
Morocco,2004,Developing,Africa,72,142,23,0.56,95,6399,48.2,27,97,97,0.1,1948.812275,3179285
Morocco,2003,Developing,Africa,69.9,146,24,0.58,9,10841,47.3,28,91,91,0.1,1721.973863,29843937
Morocco,2002,Developing,Africa,69.5,15,25,0.46,92,6000,46.5,29,94,94,0.1,1413.757176,29512368
Morocco,2001,Developing,Africa,69,155,26,0.46,84,2724,45.7,30,93,96,0.1,1336.775376,29181832
Morocco,2000,Developing,Africa,68.6,16,27,0.45,43,7368,44.8,32,95,95,0.1,1332.382358,28849621
Mozambique,2015,Developing,Africa,58.63,285,61,0.01,79,6,23.2,85,79,76,3.2,656.63,28385264
Mozambique,2014,Developing,Africa,56.7,375,61,0.01,79,9,22.2,84,79,79,4.1,623.2871141,27212382
Mozambique,2013,Developing,Africa,55.3,46,62,1.16,78,8,21.8,87,78,78,5.1,651.985681,26434372
Mozambique,2012,Developing,Africa,54.8,48,64,1.19,76,145,21.3,90,73,76,6.9,566.513873,2567666
Mozambique,2011,Developing,Africa,54.3,47,66,0.94,76,177,2.9,94,73,76,9.6,526.5313517,249395
Mozambique,2010,Developing,Africa,54,47,69,0.96,74,2321,2.5,98,73,74,10.8,419.2258149,2422145
Mozambique,2009,Developing,Africa,53.8,4,70,1.18,74,60,2.1,101,74,74,11.3,463.852618,2352463
Mozambique,2008,Developing,Africa,53.2,45,72,1.48,75,4,19.7,104,74,75,12.6,533.127719,22846758
Mozambique,2007,Developing,Africa,52.1,425,74,1.03,75,267,19.3,108,75,75,14.1,422.1461573,22188387
Mozambique,2006,Developing,Africa,51.2,434,78,1.2,75,183,18.9,113,73,78,16.3,385.7567141,21547463
Mozambique,2005,Developing,Africa,58,434,80,1.23,75,12598,18.5,117,71,8,16.2,369.1545359,29237
Mozambique,2004,Developing,Africa,54,429,82,1.54,76,9396,18.1,120,69,83,15.9,336.3318145,231275
Mozambique,2003,Developing,Africa,51,424,85,1.68,76,28898,17.7,124,67,85,15.3,283.8911588,19716598
Mozambique,2002,Developing,Africa,49.8,416,87,2.16,76,7155,17.3,127,76,76,14.5,262.884551,19139658
Mozambique,2001,Developing,Africa,49.5,48,90,2.09,25,7085,16.9,132,72,73,13.4,256.4414872,18588758
Mozambique,2000,Developing,Africa,49,43,93,1.14,25,7375,16.5,136,69,7,12.2,277.6486591,18676874
New Zealand,2015,Developed,Oceania,81.6,66,0,8.7,92,10,67.5,0,92,92,0.1,3821.8937,4565000
New Zealand,2014,Developed,Oceania,81.5,67,0,9.07,93,280,66.9,0,93,93,0.1,4453.24673,4509000
New Zealand,2013,Developed,Oceania,81.3,69,0,9.18,93,8,66.4,0,92,92,0.1,42889.88141,4443000
New Zealand,2012,Developed,Oceania,81.1,7,0,9.2,93,68,65.9,0,93,93,0.1,3997.25624,4405000
New Zealand,2011,Developed,Oceania,86,72,0,9.47,95,597,65.3,0,95,95,0.1,38426.5581,4370000
New Zealand,2010,Developed,Oceania,89,71,0,9.62,9,43,64.8,0,93,93,0.1,33691.34837,4320000
New Zealand,2009,Developed,Oceania,85,73,0,9.24,93,198,64.3,0,92,92,0.1,282.94193,4264000
New Zealand,2008,Developed,Oceania,81,75,0,9.49,9,0,63.8,0,89,89,0.1,31287.77865,4214000
New Zealand,2007,Developed,Oceania,81,76,0,9.19,88,25,63.2,0,88,88,0.1,3259.73471,4142000
New Zealand,2006,Developed,Oceania,79.9,76,0,9.34,87,20,62.6,0,89,89,0.1,2667.86452,4085000
New Zealand,2005,Developed,Oceania,79.9,78,0,9.31,87,20,62.1,0,89,89,0.1,2775.89515,4030000
New Zealand,2004,Developed,Oceania,79.2,79,0,9.15,88,33,61.5,0,87,89,0.1,2542.39935,3982000
New Zealand,2003,Developed,Oceania,79.1,82,0,8.91,89,66,6.9,0,86,9,0.1,21913.7817,3935000
New Zealand,2002,Developed,Oceania,78.7,83,0,9.13,89,21,6.3,0,84,9,0.1,16874.31232,3893000
New Zealand,2001,Developed,Oceania,78.5,83,0,8.75,9,65,59.6,0,82,9,0.1,13882.85683,3869000
New Zealand,2000,Developed,Oceania,78.6,87,0,8.91,9,65,58.9,0,82,9,0.1,13641.1272,3849000
Nicaragua,2015,Developing,Central America,74.2,146,2,3.5,98,0,54.3,3,99,98,0.1,1986.566,6236554
Nicaragua,2014,Developing,Central America,74.5,148,2,3.55,98,0,53.2,3,99,98,0.1,1975.46477,6135997
Nicaragua,2013,Developing,Central America,73.9,157,2,3.58,98,0,52.4,3,99,98,0.1,1847.19849,5945747
Nicaragua,2012,Developing,Central America,73.9,157,2,3.63,98,0,51.7,3,99,98,0.1,1792.3845,5877158
Nicaragua,2011,Developing,Central America,74.5,147,3,3.39,98,0,55.9,3,99,98,0.1,1682.957924,5875682
Nicaragua,2010,Developing,Central America,73.2,154,3,3.38,98,0,55.2,3,99,98,0.1,1526.497938,5737723
Nicaragua,2009,Developing,Central America,73.2,163,3,3.36,98,0,49.4,3,99,98,0.2,1464.497754,5666581
Nicaragua,2008,Developing,Central America,72.5,169,3,3.64,97,0,48.6,3,97,97,0.2,1518.85386,5594556
Nicaragua,2007,Developing,Central America,72.5,173,3,3.83,93,0,47.9,4,93,93,0.2,1344.31871,5522516
Nicaragua,2006,Developing,Central America,73,17,3,3.69,88,0,47.1,4,88,88,0.3,124.992617,5452151
Nicaragua,2005,Developing,Central America,71.2,194,3,3.7,86,0,46.4,4,87,86,0.3,1175.116225,5379328
Nicaragua,2004,Developing,Central America,71,194,4,3.81,79,0,45.7,4,8,79,0.3,191.55157,5396373
Nicaragua,2003,Developing,Central America,76,198,4,3.77,86,0,44.9,5,86,86,0.3,115.565314,5248759
Nicaragua,2002,Developing,Central America,75,197,4,3.5,85,0,44.2,5,85,85,0.4,11.147277,5171734
Nicaragua,2001,Developing,Central America,73,193,4,3.51,87,0,43.5,5,89,87,0.4,143.6758,5175632
Nicaragua,2000,Developing,Central America,73,192,4,3.61,83,0,42.8,5,85,83,0.4,116.2743,5267296
Niger,2014,Underdeveloped,Africa,61.4,223,49,0.01,68,1142,18.9,88,67,68,0.5,43.646498,19148219
Niger,2013,Underdeveloped,Africa,69,227,49,0.01,67,1224,18.5,89,56,67,0.6,416.14838,18426372
Niger,2012,Underdeveloped,Africa,63,232,49,0.01,71,272,18.1,90,71,71,0.7,391.515524,17731634
Niger,2011,Underdeveloped,Africa,59.4,241,50,0.15,75,771,17.7,93,4,75,0.7,375.5819866,1764636
Niger,2010,Underdeveloped,Africa,58.2,252,50,0.12,77,372,17.3,95,75,7,0.9,348.151511,16425578
Niger,2009,Underdeveloped,Africa,57.1,263,51,0.11,71,801,16.9,99,71,71,1.1,341.2894618,15813913
Niger,2008,Underdeveloped,Africa,56,272,52,0.12,77,1317,16.5,102,68,67,1.3,354.8185998,15228525
Niger,2007,Underdeveloped,Africa,55.2,276,53,0.1,79,282,16.1,106,57,57,1.4,292.55962,14668338
Niger,2006,Underdeveloped,Africa,54.5,277,54,0.11,76,59,15.7,110,52,51,1.5,258.463873,1413264
Niger,2005,Underdeveloped,Africa,53.7,278,55,0.11,78,2183,15.4,114,46,45,1.6,25.383731,13618449
Niger,2004,Underdeveloped,Africa,52.9,279,56,0.11,77,63057,15,118,45,43,1.6,232.5661574,1312712
Niger,2003,Underdeveloped,Africa,52.1,28,56,0.1,74,54190,14.6,121,44,41,1.6,215.8548,1265687
Niger,2002,Underdeveloped,Africa,51.4,282,57,0.1,79,31584,14.3,124,43,39,1.6,177.828384,12262
Niger,2001,Underdeveloped,Africa,56,283,57,0.11,79,61208,13.9,127,42,36,1.6,165.257247,11771976
Niger,2000,Underdeveloped,Africa,50,284,58,0.1,78,21319,13.6,128,41,34,1.5,158.455972,11352973
Nigeria,2015,Developing,Africa,54.5,344,483,0.01,49,12423,25.4,747,49,49,3.7,2655.157977,181181744
Nigeria,2014,Developing,Africa,53.6,362,490,0.01,49,6855,24.7,759,49,49,3.9,3221.678128,1764652
Nigeria,2013,Developing,Africa,53.2,367,498,8.3,46,52852,24.1,773,46,46,3.9,2996.96432,17182933
Nigeria,2012,Developing,Africa,52.7,374,505,8.54,42,6447,23.5,788,42,42,4.4,2755.297787,167297284
Nigeria,2011,Developing,Africa,52.3,375,513,8.75,46,18843,22.8,802,48,48,4.7,2527.9423,16287776
Nigeria,2010,Developing,Africa,52,374,521,8.9,49,8491,22.2,817,54,54,4.8,2327.3267,158578261
Nigeria,2009,Developing,Africa,51.6,376,527,9.05,63,1272,21.6,832,66,63,4.9,197.661422,15442181
Nigeria,2008,Developing,Africa,59,386,536,9.3,41,9960,21,848,6,53,5,1383.893354,1534739
Nigeria,2007,Developing,Africa,55,388,542,9.55,42,2613,2.4,863,54,42,5.2,1136.829645,14641724
Nigeria,2006,Developing,Africa,49.8,396,549,9.66,27,704,19.9,879,46,4,5.3,119.743286,14261494
Nigeria,2005,Developing,Africa,49.2,4,556,9.71,18,110927,19.3,893,45,36,5.4,87.8938738,138939478
Nigeria,2004,Developing,Africa,48.5,47,563,9.76,22,31521,18.8,907,43,33,5.4,648.815852,135393616
Nigeria,2003,Developing,Africa,48.1,41,567,9.75,17,141258,18.3,918,42,29,5.4,512.65719,131972533
Nigeria,2002,Developing,Africa,47.7,49,571,9.61,13,42007,17.8,928,4,25,5.3,459.4572117,12866671
Nigeria,2001,Developing,Africa,47.4,48,574,9.58,11,168107,17.3,936,36,27,5.1,351.7996666,125463434
Nigeria,2000,Developing,Africa,47.1,45,576,9.23,47,212183,16.9,943,31,29,4.9,379.1193264,1223529
Pakistan,2015,Developing,Asia,66.4,161,352,0.01,72,386,25.4,433,72,72,0.1,1431.244865,18938513
Pakistan,2014,Developing,Asia,66.2,162,359,0.01,72,1370,24.7,442,72,72,0.1,1316.98966,185546257
Pakistan,2013,Developing,Asia,66,163,365,0.04,72,8749,23.9,450,72,72,0.1,1272.44161,181712595
Pakistan,2012,Developing,Asia,65.7,165,369,0.04,72,8046,23.2,456,72,72,0.1,1261.28967,177911533
Pakistan,2011,Developing,Asia,65.5,167,371,0.04,74,4386,22.5,459,75,74,0.1,1226.215314,174184265
Pakistan,2010,Developing,Asia,65.1,172,372,0.04,82,4321,21.9,461,82,82,0.1,14.142268,1756182
Pakistan,2009,Developing,Asia,64.8,175,371,0.03,78,863,21.3,460,7,71,0.1,16.63999,1674958
Pakistan,2008,Developing,Asia,64.6,177,369,0.03,65,1129,2.6,460,7,62,0.1,139.31288,16364463
Pakistan,2007,Developing,Asia,64.4,178,367,0.03,75,2801,2.1,459,75,75,0.1,95.4327931,16332974
Pakistan,2006,Developing,Asia,64.2,179,365,0.03,78,7641,19.5,458,77,78,0.1,873.772727,15793993
Pakistan,2005,Developing,Asia,62.9,2,364,0.04,7,2981,18.9,459,78,77,0.1,711.4699463,15399667
Pakistan,2004,Developing,Asia,63.7,183,364,0.01,65,4248,18.4,461,65,65,0.1,649.848233,15783
Pakistan,2003,Developing,Asia,63.5,185,366,0.01,63,4740,17.9,466,69,67,0.1,563.594342,1477341
Pakistan,2002,Developing,Asia,63.2,187,371,0.01,63,3903,17.4,474,71,68,0.1,499.8633,144654143
Pakistan,2001,Developing,Asia,63,189,377,0.01,63,3849,16.9,483,68,65,0.1,51.6568157,14161437
Pakistan,2000,Developing,Asia,62.8,19,385,0.02,63,2064,16.4,495,65,62,0.1,533.8624114,138523285
Panama,2015,Developing,Central America,77.8,118,1,6.85,73,0,57.8,1,72,73,0.1,13134.4367,3969249
Panama,2014,Developing,Central America,77.6,119,1,6.74,8,0,57.1,1,8,8,0.1,12593.7374,3939856
Panama,2013,Developing,Central America,77.5,118,1,6.89,8,0,56.3,1,81,8,0.1,11685.97983,3838462
Panama,2012,Developing,Central America,77.2,12,1,6.95,85,0,55.6,1,87,85,0.1,11589.82713,3772938
Panama,2011,Developing,Central America,77.3,121,1,6.9,87,4,54.9,1,91,87,0.1,9127.723171,3777582
Panama,2010,Developing,Central America,76.5,122,1,6.94,94,0,54.2,2,95,94,0.1,7937.259931,3643222
Panama,2009,Developing,Central America,76.8,127,1,6.87,85,0,53.4,2,85,85,0.1,7429.628274,3579385
Panama,2008,Developing,Central America,76.5,127,1,6.74,86,0,52.7,2,86,86,0.1,6973.9284,3516268
Panama,2007,Developing,Central America,76.4,124,1,6.16,85,0,51.9,2,84,85,0.2,5668.8667,3453487
Panama,2006,Developing,Central America,76.2,125,1,5.72,88,0,51.1,2,98,88,0.1,5348.518399,3391495
Panama,2005,Developing,Central America,75.8,122,1,5.53,92,0,5.3,2,88,92,0.1,4916.54886,3334465
Panama,2004,Developing,Central America,75.8,123,1,5.69,95,0,49.5,2,92,95,0.2,4591.892776,3269541
Panama,2003,Developing,Central America,75.5,126,1,5.52,98,0,48.6,2,95,98,0.1,4267.13578,3291274
Panama,2002,Developing,Central America,75.7,125,1,5.52,98,0,47.8,2,99,99,0.2,4126.14671,3149265
Panama,2001,Developing,Central America,75.5,124,2,5.43,98,0,46.9,2,95,99,0.1,3446.372833,3136484
Panama,2000,Developing,Central America,63.2,285,10,0.01,65,384,47.3,13,72,75,0.7,2684.563,3124256
Papua New Guinea,2014,Developing,Oceania,62.7,278,10,0.01,67,2299,47.9,13,64,73,0.7,2182.716565,7755785
Papua New Guinea,2013,Developing,Oceania,62.4,281,10,0.01,73,12,47.2,13,8,79,0.8,229.95364,7592865
Papua New Guinea,2012,Developing,Oceania,62.2,284,10,0.01,68,0,46.4,13,81,74,1,271.318741,743836
Papua New Guinea,2011,Developing,Oceania,62,285,10,0.88,66,0,45.7,13,69,72,1,177.867119,7269348
Papua New Guinea,2010,Developing,Oceania,61.8,286,10,0.79,56,0,44.9,14,72,67,1.1,1366.879112,718239
Papua New Guinea,2009,Developing,Oceania,61.6,288,11,0.82,66,0,44.2,14,79,73,1.1,1166.66337,6947447
Papua New Guinea,2008,Developing,Oceania,61.4,29,11,0.81,59,0,43.4,14,76,63,1.3,1178.72469,6787187
Papua New Guinea,2007,Developing,Oceania,61.1,295,11,0.71,61,0,42.7,14,72,71,1.4,956.668952,6627922
Papua New Guinea,2006,Developing,Oceania,68,299,11,0.64,71,1,41.9,14,67,72,1.5,854.346921,647272
Papua New Guinea,2005,Developing,Oceania,64,37,11,0.84,63,1222,41.1,15,61,72,1.5,77.5773486,631479
Papua New Guinea,2004,Developing,Oceania,59.9,314,11,0.58,6,1385,4.4,15,59,62,1.5,637.3616215,6161517
Papua New Guinea,2003,Developing,Oceania,59.6,321,11,0.59,67,3863,39.6,14,62,68,1.4,588.3582595,61724
Papua New Guinea,2002,Developing,Oceania,59.3,327,11,0.61,6,17620,38.9,14,54,61,1.4,511.665773,5862316
Papua New Guinea,2001,Developing,Oceania,59.1,331,11,0.68,59,4023,38.2,14,52,55,1.3,539.41528,5716152
Papua New Guinea,2000,Developing,Oceania,58.9,335,11,0.73,57,7135,37.5,14,51,59,1.1,631.9468526,5572222
Paraguay,2015,Developing,South America,74,146,2,0.01,93,0,5.2,3,89,93,0.2,419.367724,6639119
Paraguay,2014,Developing,South America,73.9,147,3,0.01,87,0,49.4,3,83,87,0.2,4712.822736,6552584
Paraguay,2013,Developing,South America,73.8,148,3,5.03,86,0,48.6,3,8,86,0.2,4479.95858,646574
Paraguay,2012,Developing,South America,73.6,148,3,5.36,87,0,47.9,3,83,87,0.1,3855.537735,6379219
Paraguay,2011,Developing,South America,73.4,15,3,5.79,89,0,47.1,3,84,89,0.1,3988.11894,6293783
Paraguay,2010,Developing,South America,73.2,152,3,5.65,89,0,46.4,3,85,89,0.1,3225.591754,629877
Paraguay,2009,Developing,South America,73,155,3,5.39,85,0,45.6,3,81,85,0.1,2599.596259,6127837
Paraguay,2008,Developing,South America,72.7,157,3,6.14,87,0,44.9,4,85,89,0.1,359.992184,647117
Paraguay,2007,Developing,South America,72.5,159,3,5.61,86,0,44.2,4,95,95,0.1,2312.192926,5966159
Paraguay,2006,Developing,South America,72.3,161,3,5.61,92,0,43.5,4,98,98,0.2,189.71539,5882796
Paraguay,2005,Developing,South America,72.1,163,3,6.38,92,0,42.8,4,96,96,0.2,157.145691,5795494
Paraguay,2004,Developing,South America,71.9,165,3,6.2,9,0,42,4,92,92,0.2,148.527976,57374
Paraguay,2003,Developing,South America,71.7,166,4,6.64,86,0,41.3,4,86,86,0.1,1174.779347,56795
Paraguay,2002,Developing,South America,71.5,168,4,5.66,86,0,4.6,4,87,87,0.1,1148.229882,558611
Paraguay,2001,Developing,South America,71.2,17,4,6.66,89,0,39.8,5,9,89,0.1,1417.26582,546624
Paraguay,2000,Developing,South America,79,172,4,6.78,89,0,39.1,5,86,86,0.1,1545.626423,5327
Peru,2015,Developing,South America,75.5,123,8,0.01,89,4,55.6,10,88,9,0.1,63.343259,31376671
Peru,2014,Developing,South America,75.3,125,8,0.01,88,0,54.9,10,78,88,0.1,6491.5245,3973354
Peru,2013,Developing,South America,75.3,125,8,5.38,88,0,54.2,11,71,88,0.1,6583.116248,3565716
